u1,u2,u3,u4,u5,u6,u7
51.22,46.96,68.5,55.88,41.58,22.94,38.64
59.5,35.84,73,50.98,41.6,18,15.26
58.08,39.36,73,45.08,34.3,11,29.6
59.22,54.24,67.74,50.62,35.84,5.98,35.22
65.04,53,68.26,47.76,35.6,12.24,25.5
64.26,51.12,71.04,48.44,29.96,31.08,24.42
70.14,56.04,65.7,41.96,42.04,27.26,16.58
63.96,54.7,53.46,46.5,46.86,31.4,11.84
70.94,63.34,57.3,47.42,44.14,9.1,28.5
69.02,60.22,52.32,35.66,51.12,25.92,1.42
68.18,61.74,49.72,38.16,46.7,28.02,13.56
57.72,73.32,52.44,36.28,41.58,28.54,8.34
62,72.28,60.6,44.4,40.84,29.18,6.54
51.62,67.42,57.58,41.36,38.62,26.64,4.18
49.16,64.82,55.06,43.68,32.72,18.44,7.64
44.5,65.4,53.9,54.2,40.34,28.4,1.74
55.5,65.52,47.82,61.88,33.1,18.3,9.7
56,55.24,53.6,54.88,21.06,7.66,10.78
57.34,58.02,57.2,50.12,30.02,18.38,13.18
48.92,59.26,54.58,40.74,31.86,34.24,27.06
44.08,57.86,55.7,33,28.5,19.92,17.34
46.9,56.48,64.04,34.12,29.8,15.44,38.36
38.64,56.86,44.22,38.96,38.58,31.7,42.94
44.44,60.58,57.2,37.54,38.32,24.5,21.86
47.48,50.24,59.6,32.1,30.16,22.84,27.88
45.2,44.7,58.36,32,31.36,7.48,13.04
43.34,61.68,55.1,33.3,33.02,22.5,36.84
48.34,54.68,64.86,35.06,24.46,19.5,45.1
49.74,58.28,54.14,43.1,28.98,22.24,30.1
50.38,67.78,52.18,40.4,19.8,30.56,21.96
52.04,66.2,57.86,41.98,30.12,33.56,21.82
47.56,60.12,48.62,37.98,52.18,38.56,25.48
50.56,64.06,50.48,40.72,42.38,29.6,30.64
52,63.54,51.78,39.34,51,44.1,33.1
56.42,57.6,50.36,33.92,45.44,31.76,35.56
55.04,60.7,42.96,35.24,36.66,37.9,29.4
64.46,69.28,42.7,42.08,51.88,37.8,31.16
61.1,57.28,45.88,39.8,44.88,40.04,18.5
69.32,53.4,44.64,43.12,41.96,35.86,26.4
69.64,58.42,39.58,36.14,35.86,39.16,31.64
63.3,66.4,41.86,42.38,43.68,49.58,13.78
67.94,67.84,40.2,46.04,49.78,47.34,21.76
69.88,57.82,34.72,41.74,46.72,35.18,10.2
76.44,57.4,40.52,36.9,54.42,40.44,14.14
71.42,60.22,36.66,40.98,46.94,33.74,39.2
83.04,50.56,47.68,39.04,53.1,34.86,14.26
61.28,51.44,41.66,37.1,44.36,42.32,4.94
77.38,49.84,39.46,41,44.58,50.3,22.64
75.44,59.8,44.38,38.78,43.88,52.3,19.9
68.2,60.44,40.9,39.82,42.38,56.88,23.06
74,62.12,51.04,40.24,48.14,55.42,55.86
67.98,54.62,50.74,31.98,51.44,48.66,20.98
64.96,59.12,58.06,31.1,43.88,34.48,33.14
71.6,52.3,59.42,32.58,42.96,37.04,35.44
61.14,43.2,60.4,23.46,34.36,39.9,13.64
57.34,47.94,59.94,27.68,41.72,40.58,-2.88
63.32,47.62,50.06,27.24,45.28,50.28,28.94
69.52,49.76,55.2,33.66,44.96,42.38,30.2
68.06,50.4,55.6,38.78,41.4,18.24,44.48
71.92,58.34,56.94,39.28,50.06,23.62,26.18
71.38,59.74,53,54.98,42.8,16.2,31.16
65.76,50.18,53.98,49.68,44.02,17,39.52
65.4,56.92,49.26,37.42,41.92,22.72,40.24
66.34,52.36,55.88,35.18,34.7,14.66,11.54
66.46,56.66,51.74,45.08,40.74,8.66,36.28
66.98,55.32,55.08,43.04,38.22,13.7,52.4
74.4,58.02,55.82,26,36.9,24.94,44.02
74.66,57.76,51.38,25.3,38.94,24.02,38.76
68.88,58.48,44.78,32.54,37.96,15.4,35.02
70.34,60.9,45.08,34.94,36.9,28.04,34.54
59.78,57.84,45.74,38.08,30.74,35.6,21.58
58.54,51.12,42.32,39.7,37.76,34.16,42.42
58.1,46.88,52.64,32.88,33.34,41.34,22.64
69.86,59.3,43.38,28.36,39.6,10.14,36.46
68.22,51.2,52.02,32.78,41.26,24.52,18.92
61.04,55.24,55.06,28.04,41.56,29.56,39.72
56.8,51.9,57.8,31.42,35.12,34.16,41.46
56.42,53.94,49.9,32.12,34.44,34.52,33.16
60.96,44.66,50.98,31.66,41.78,31.48,14.68
64,47.24,54.3,40.46,33.6,39.64,26.32
70.04,53.14,64.6,38.9,36.88,33.72,42.5
55.36,54.02,64.14,34.12,28.9,24.86,37.54
62.54,48.68,67.64,31.92,35.3,28.18,27.34
56.7,57.18,70.58,52.18,39.54,25.24,32.36
60.4,68.48,67.86,48.96,48.58,17.24,21.62
61.64,64.16,70.28,49.34,32.84,14.2,34
68.8,68.72,75,46.26,50.38,18.26,24.86
63.94,65.34,76.92,43.02,47.56,24.56,25.36
77.04,67.26,77.56,52.2,39.58,25.86,38.28
78,62.34,77.34,49.66,40.24,17.16,51.56
83.6,63.72,71.8,37.4,38.58,20.76,11.06
81.68,60.62,69.54,40.58,40.34,33.78,33.56
57.1,67.46,71.52,44.88,28.04,36.12,38.42
67.14,59.8,70.18,44.08,35.84,42.64,29.98
66.4,66.16,67.58,49.3,40.76,29.04,34.84
65.12,66.38,69.26,46.22,52.24,38.16,31.86
59.54,50.36,67.7,52.06,52,42.64,34.82
55.96,61.56,60.1,53.36,60.4,44.56,26.42
64.72,66.02,60.56,56.7,50.2,45.18,34.48
60.48,61.94,57.46,52.24,52.36,46.32,35.16
56.5,62.84,69.28,49.24,61.38,50.68,37.72
55.72,60.4,69.08,51.18,65.06,44.28,28.54
65.88,59.42,77.02,44.64,55.66,45.62,43.84
61.52,60.22,73.26,56.34,55.1,47.84,32.92
63.66,59.02,64.16,46.04,56.42,43,43.66
66.6,62.76,58.6,44.28,48,43.88,36.28
69.46,66.58,55.5,47.06,57.86,46.88,45.68
73.3,57.88,55.2,46.06,54.74,49.5,44.7
72.96,56.16,53.82,36.82,48.18,47.8,37.54
76.42,56.04,54.98,48.06,64.72,51.86,24.02
73.2,59.38,51.02,34.6,61.88,40.62,28.92
75.98,48,55.16,40.92,48.72,54.3,38.34
72.2,56.04,66.76,45.16,51.12,42.82,34.24
70.42,52.92,65.98,45.02,50.08,51.4,30.94
72.32,53.68,57.48,49.02,56.26,53.1,36.34
63.28,44.46,63.98,61.48,49.24,48.44,37.52
63.9,52.56,69.06,62.72,49.68,43,25
61.82,60.7,56.44,63.18,48.58,43.08,37.4
60.1,66.54,55.48,58.12,61.54,38.54,38.22
74.24,63.18,64.02,62.24,54.18,38.6,26.7
65.76,64.16,61.1,63.26,54.92,31.22,19.02
60.34,59.84,67.2,69.02,56.44,41.7,19.38
65,62.12,66.46,70.8,54.32,45.14,22.96
49.18,53.3,68.6,69.78,59.34,46.86,25.14
50.76,62.36,60.54,72.02,74.88,51.92,21.9
52.74,54.92,75.38,69.8,60.22,41.96,47.76
47.08,58.98,66.38,69.64,50.42,33.18,13.6
43.32,65.9,68.78,66.3,34.52,33.96,21.84
44.32,66.42,67.86,71.2,41.24,37.56,24.98
46.48,62.2,65.4,73.48,42.9,53.46,16.94
40.22,67.36,58.32,69.32,30.16,48.48,21.14
48.34,52.2,54.42,70.88,18.24,55.8,23.72
39.78,51.92,58.3,65.42,15.6,52.56,10.72
37.16,54.28,63.34,66.54,26.42,49,16.68
39.64,57.54,57.94,72.32,30.24,46.2,9.5
49.38,67.74,59.78,66.94,33.1,41.58,-2.42
55.74,66.9,62.66,67.2,29.98,44.8,14.76
51.52,53.68,59.68,73.58,22.82,48.34,12.96
45.32,56.36,51.74,69.2,25.9,44.3,13.78
56.14,55.42,55.46,72.54,37.62,47.9,13.2
56.72,59.72,66.94,67.6,30.8,35.9,21.96
53.8,60.24,63.04,73.46,31.4,26.62,18.88
59.5,45.08,61.14,68.52,44.54,14.76,19.06
64.72,49.66,57.48,64.38,36.24,19.7,10.72
58.48,55.52,55.98,68.08,35.04,21.76,10.24
50.88,57.16,51.7,75.12,47.54,15.84,16.26
48.02,45.6,41.92,71.52,56.42,10.6,19.52
49.34,45.52,46.88,71.72,59.54,16.5,12.96
53.42,51.74,56.84,72.68,63.96,10.2,9.92
54.08,63.68,49.12,69.96,67.88,7.8,22.62
55,69.86,64.72,71.6,57.44,20.1,18.96
56.4,77.7,55.08,74.08,52.3,19.94,21.52
63.52,74.9,51.64,71.72,52,20.92,26.48
67.24,76.72,59.86,65.44,48.62,17.1,5.04
73.44,76.9,56.04,68.72,39.68,23.26,49.3
77.7,76.3,54.8,76.04,48.68,20.54,10.72
65.36,75.22,55.86,71.46,49.28,17.08,25.94
60.4,66.92,53.88,67.7,50.62,27.04,26.74
61.14,67.08,60.26,63.08,53.62,19,21.82
82.68,51.76,59.92,56.08,58.98,15,17.2
73.76,45.26,54.72,58.36,44.14,20.74,21.62
71.78,38.46,55.24,51.32,33.62,29.54,25.28
68.26,57.26,53.4,47.64,25.8,23.56,28.2
70.62,63.84,53,55.1,29.98,17.92,33.08
65.12,62.84,52.68,47.56,32.02,21.8,33.68
57.6,59.58,55.62,51.54,24.3,34.96,42.14
57.9,63.84,51.66,51.28,32.1,28.96,52
62.9,64.84,48.64,50.52,44.02,48.38,12.5
59.92,65.06,46.56,56.92,50.06,59.2,28.86
54.94,69.5,51.36,55.44,35.82,53.68,24.3
61.06,65.5,45.76,51.9,30.84,41.9,12.46
65.52,71,42.32,51.2,39.24,34.6,22.56
61,68.06,45.4,54.38,44.92,33.06,8.72
69.66,64.12,55.42,48.18,42.2,23.82,13.9
73.86,56.42,59.64,53.8,45.78,33.62,9.46
77.82,60.92,51.22,53.34,37.32,35.84,6.74
78.3,60.22,54.72,42.86,45.84,47.5,21.08
74.76,57.34,50.98,40.5,38.42,53.32,21.52
61.18,66.88,49.92,51.3,45.2,37.84,-0.5
73.38,71.5,61.48,48.68,51.6,43.64,17.82
53.56,65.5,68.24,50.48,45.9,43.22,6.22
46.96,69.9,52.18,42,43.98,24.36,20.26
69.32,64.18,49.8,43.88,41.66,25.44,13.38
74.06,55.06,54.08,41.68,53.76,24.78,20.88
72.2,62.84,45.76,36.16,49.54,35.28,30.42
67.14,54.42,51.62,36.1,44.7,33.34,29.04
70.08,55.96,52.04,36.18,50.58,38.9,22.82
62.08,65.12,55.48,38.9,50.3,39.34,36.34
62.38,49.56,47.46,39,40.28,32.38,19.26
61,52.62,40.52,33.44,46.7,39.66,13.02
77.22,60.46,39.2,35.94,52.98,32.88,25.06
80.04,47.24,45.74,37.2,47.58,37.96,29.98
78.12,63.52,48.86,36.86,44.62,27.34,17.42
74.82,72.32,55.46,13.3,32.86,32.28,11.28
78.9,70.26,45.98,38.48,41.04,31.3,23.68
70.36,61.14,47.06,26.38,42.66,30.84,24.12
68.54,55.76,50.64,30.78,43.66,41.38,21.6
64.16,58.52,50.04,32.72,39.38,36.06,10.7
71.22,57.98,54.3,30.72,43.26,39.42,20.48
57.52,56.54,53.74,31.36,36.38,44.66,23.58
64.28,52.12,49.78,14.7,34.62,34.02,19.12
67.82,47.32,52.5,10.46,37.72,36.84,23.76
54.72,39.7,49.18,25.5,31.64,38.84,18.28
61.74,48.46,48.2,32.2,29.18,34.1,7.36
59.42,47.28,43.2,24.06,31.78,33.6,10.76
62.14,52.92,55.94,30.36,31.6,33.16,13.82
64.4,63.28,46.32,39.6,31.04,27.42,22.08
58.26,63.36,44.62,41.68,31.94,16.14,29.82
62.72,69.88,33.52,40.2,33.48,8.74,22.24
61.12,61.06,37.42,42.2,32.22,18.9,34.16
58.76,53.98,41.24,37.52,37.2,14.64,26.76
68.02,61.14,34.12,39.02,36.22,21.56,14.58
59.42,56.16,37.66,35.74,38.52,32.9,28
51.16,62.78,39.08,40.64,47.02,38.9,18.38
50.34,56.48,47.48,49.38,48.34,11.08,17.6
56.36,51.94,47.1,49.32,29.3,36.6,13.96
58.68,57.56,49.6,51.7,38.7,41.66,28.26
61.28,56.18,45.7,52.5,41.52,55.58,8.02
63.22,67.7,52.18,46.24,52.8,46.16,25.02
74,65.82,47.48,47.82,46.52,45.56,16.76
74.04,68.16,52.54,42.64,31.22,50.06,23.5
74.56,76.54,48.24,35.7,41.4,43.04,13.56
77.68,65.74,54.98,32.62,51.56,42.14,32.18
71.46,67.46,58.4,41.88,49.28,43.36,12.9
76.28,72.76,60.72,34.96,40.46,36.72,28.92
81.6,72.26,55.16,28.16,38,40.46,29.6
68.7,71.18,58.9,37.4,37.62,44.84,25.08
68.2,74.8,71.14,38.18,43.58,34.44,21.5
71.1,75.24,78.18,38.34,42.36,40.26,27.64
64.84,73.24,62.66,35.88,45.62,32.62,27.08
62.66,80.98,72.96,33.08,44.96,31.84,21.86
68.82,68.62,64.88,41.56,39.2,37.36,35.02
80.56,71.82,56.96,41.12,43.82,35.38,31.1
76.88,60.52,57.5,39.44,40.52,29.74,18.58
76.62,52.24,57.28,42.12,41.44,28.88,26.94
64.76,51.68,51.54,45.5,44.56,35.2,7.02
52.94,61.78,54.88,45.72,47.94,28.78,29.74
59.4,53.12,49.94,40.08,41.88,26.02,32.36
59.54,54.82,55.74,42.14,47.88,26.64,35.1
72.38,52.56,47.52,46.88,45.24,30.04,19.26
75.38,54.62,42.92,43.5,41.6,25.74,15.56
79.18,49.44,50.72,42.92,39.88,25.92,28.04
67.74,47.02,54.04,40.3,41.32,29.22,23.96
71.4,43.38,58.66,47.8,39.18,17.08,20.62
64.22,43,57.4,48.56,45.7,22.2,18.08
57.86,34.08,54.96,42,42.38,15.02,25.94
57.42,50,54.38,45.12,44.64,7.84,33.2
63.58,54.04,60.98,49.12,45.1,7.78,3.08
67.4,55.04,52.54,41.84,43.62,11.94,12.24
63.9,56.54,51.84,40.32,42.64,11.78,28.1
64.58,57.88,43.02,42.08,50.38,15.62,13.48
58.76,55.54,40.82,39.54,43.78,14.18,18.54
51.34,57.98,48.88,52.3,53.84,9.98,35.46
65.84,54.86,44.7,55.64,40.56,16.32,23.72
62.66,65.04,36.76,50.12,43.92,22.24,37.48
65.3,52.7,42.1,55.6,44.44,21.3,20.1
64.02,58.48,49.6,51.54,43.42,20.58,33.7
59.6,58.52,50.86,50.44,40.06,9.46,30.24
54.24,58.16,44.5,51.46,38.44,19.94,41.06
60.4,54.18,35,44.98,32.12,18.8,31.06
43.54,56.92,38.14,48.26,33.46,14.16,31.06
53.36,56,41.78,55.66,30.42,9.32,29.38
52.6,59.6,36.98,53.42,29.34,7.18,38.96
56.42,54.72,44.86,49.42,32.48,12.7,22.42
58.62,57.06,39.2,56.42,34.34,6.46,21.06
63.72,59.84,39.94,55.54,28.96,14.38,35.32
60.8,50.66,34.98,52.62,31.88,10.8,36.98
64.58,54.88,32.14,45.24,31.1,12.52,25.72
68.98,47.34,30.86,50.62,42.76,20.2,33.2
55.56,52.64,26.18,46.18,51.06,13.46,29.18
54.82,46,28.68,49.94,38.08,11.5,31.92
59.12,46.8,39.7,44.18,43.8,8.6,33.94
65.96,46.38,41.76,50.44,49.42,15.42,26.3
59.82,38.32,33.32,47.5,55.2,11.46,31.64
59.5,48,42.2,51.4,66.62,6.72,23.38
63.9,37.82,47.66,47.98,57.42,18.96,28.18
77.74,38.4,29.28,51.64,35.7,15,12.4
65.68,50.3,32.7,52,32.26,36.42,25.96
63.14,43.94,40.62,62.32,44.88,41.86,25.62
60.26,50.38,40.14,62.74,55.42,33.66,24.16
59.2,57.46,47.66,51.76,64.1,34.24,27.1
63.34,56.86,40.84,48.54,54.24,35.84,23.78
72.74,52.98,34.52,49.12,59.92,35.5,24.64
62.22,44.3,38.78,50.12,72.22,37.16,11.72
62.28,43.54,43.26,42.96,70.36,37.32,-9.98
59.26,43.52,39.72,58.48,63.22,39.08,28.36
59.84,44.3,31.44,57.14,65.64,39.98,15.58
61.74,43.22,39.5,52.3,57.76,40.06,33.02
58.84,47,32.86,38.5,59.28,37.94,26.22
66.76,39.88,38.42,44.62,68.54,39.84,4.02
55.82,42.56,42.06,42.88,64.32,37.52,23.28
58.22,45,40.8,44.86,55.8,33.48,18.14
59.5,41.38,40.76,47.82,57.26,32.22,33.02
57.12,47.44,34,41.32,61.6,33.16,20.72
54.12,46.24,46.6,30.76,55.62,31.58,18.14
52.44,54.62,45.04,34.4,46.74,34.84,15.82
61.1,46.04,49.62,34.9,43.34,36.18,8.64
52.64,47.1,42.9,41.14,35.22,34.78,7.66
53.12,50.72,46,37.44,43.28,35.7,16
50.84,51.76,55.82,39.78,43.56,37.34,7.98
53.96,52.32,62.38,44.5,40.14,42.48,23.18
52.5,48.3,58.98,54.62,41.5,38.2,16.5
48.66,46.88,57.16,55.02,39.5,34.66,17.72
57.18,53.34,55.54,55.36,37.46,32.8,27.42
61.48,55.56,52.36,51.56,40.12,38.48,10.52
65.64,46,53.52,50.38,35.32,31.4,42.22
64.22,46.5,53.66,51.58,39.4,31.68,40.36
67.64,47.6,53.08,40.34,37.34,28.04,12.66
69.34,48.48,51.62,42.38,39.22,33.78,18.14
69.78,54.62,51.08,44.94,28.7,29.56,2.82
73.04,55.26,49.96,49.18,22.22,39,13.02
68.2,55.12,46.32,54.24,20.32,51.84,11.96
66.7,49.24,42.76,49.74,30.8,43.3,13.26
64.68,53.4,41,49.12,35.74,38.28,20.16
59.46,51.62,38.96,50.6,42.66,40.12,24.48
52.54,57.86,36.22,59.36,37.52,46.5,17.52
67.52,52.22,43.08,56.06,35.6,46.1,8.22
58.48,56.22,53.98,49.8,37.2,29.64,21.52
70.06,57.76,49.7,51.1,32.5,31.14,29.48
73.32,60.66,53.02,52.06,28.96,34.86,17.66
59.62,51.3,49.5,51.74,25.5,28.42,18.88
54.06,51.74,40.14,40.84,21.34,33.98,30
56.54,57.66,46.18,47.2,22.58,35.26,19.66
53.86,58.66,50.86,47.9,23.24,38.58,34.4
61.46,49.24,52.06,52.18,27.42,52.1,25.64
54.4,48,54.62,48.06,27.16,42.14,21.78
58.44,55.56,41.9,55.66,28.36,41.1,20
56.78,60.2,46.58,68.58,27.6,37.14,17.08
64.46,57.1,46.32,80.24,26.48,31.16,21.48
58.32,59.52,46.62,81.3,32.08,32.46,9.82
68.68,56.18,45.42,79.92,32.74,25.5,25.68
60.4,62.04,56.52,71.34,32.5,36.9,27.32
61.4,58.06,54.2,72.56,32.96,43.92,23.56
59.22,59.98,46.32,63.4,30.48,40.92,16.78
61.58,66.94,50.16,64.34,28.5,42.62,25.42
56.14,67.06,51.44,62.42,27.16,42.14,26.5
58.78,60.18,61.08,66.1,23.6,33.28,3.04
59.5,58.16,57.36,52.18,27.62,43.54,10.76
48.5,55.92,65.84,51.12,26.4,32,1.56
49.06,50.26,49.82,46.04,24.68,37.96,25.58
42.64,50,51.02,44.28,26.02,39.28,17.42
45.66,56.04,50.36,49.92,26.68,25.64,21.5
41.94,52.68,40.58,57.32,14.96,25.92,27.4
34.66,57.12,60.84,46,21.76,28.98,27.8
24.04,54.9,55.28,51.34,21.96,40.6,17.74
38.3,65.1,49.88,35.2,24.56,40.14,12.82
44.84,67.56,50.5,35.78,22.16,42.48,22.5
37.22,76.68,53.74,42.44,34.22,32.84,26.96
49.34,72.06,46,46.32,31.94,37.96,30.26
42.2,71.02,43.58,43.88,34.3,39.22,47.48
38.46,84.48,48.88,52.66,38.32,48.5,29.46
28.92,79.42,49.62,50.12,47.34,41.36,32.42
42.74,67.04,42.98,43.2,38.86,29.74,34.26
45.32,65.68,49.68,52.76,40.26,31.5,29.26
45.82,71.48,47.82,45.2,32.64,36.22,28.04
39.84,70.94,45.14,53.44,18.62,36.64,31.28
43.84,71.34,49.18,54.94,23.58,38.04,30.08
38.36,77.64,49.26,44.24,26.18,33.42,28.54
46.44,75.38,48.22,44.18,18.82,37.08,34.72
42.24,83.3,50.04,39.14,26.66,37.8,35.12
48.9,82.48,47.12,42,36.28,39.82,44.88
49.42,76.74,45.14,32.22,35.2,42.6,40.2
51.22,63.8,50.32,46.82,36.84,37.78,35.86
60.54,63.88,54.02,49.78,37.68,45.88,37.58
62.88,72.28,55.7,51.24,33.28,39.86,46.42
64.68,68.94,54.06,62.22,33.48,43.14,26.3
63.72,67.82,50.28,55.72,32.7,40.78,29.08
55.46,74.9,62.46,55.36,44.08,39.66,32.32
58.54,62.44,48.68,53.08,34.24,40.72,24.76
62.48,54.76,49.56,59.62,34.54,38.1,28.62
65.64,57.1,42.72,54.92,27.96,31.1,30.12
61.22,58.86,43.84,54.54,35.38,28.42,36.66
63.28,59.08,42.82,55.42,38.14,36.28,23.96
56.36,63.58,38.36,52.42,32.9,45.82,39.2
63.54,63,50,49.84,44.58,42.42,45.12
55.4,50.68,41.78,50.92,40,46.7,31.64
51.88,42.14,52.54,50.38,37.28,51.86,32.66
58.34,53.54,52.62,54.58,33.72,54.38,36.54
42.7,39.58,43.38,57.04,39.06,50.7,24.34
68.1,53.42,51.08,46.06,37.48,43.52,36.32
58.82,58.26,50.56,51.32,32.72,50.6,29.4
62.18,54.54,56.94,46.36,32.98,51.92,15.76
63.7,56.5,53.38,48.6,33.68,43.88,21.62
49,56.1,55.76,49.12,37.82,51.62,-16.04
55.04,55.22,55.96,53.56,33.1,41.6,14.3
54,51.98,55.8,62.66,35.42,44.26,6.22
58.44,51.86,62.34,56.92,32.6,47.06,23.44
67.94,42.34,56.58,45.92,27.34,34.58,18.66
52.3,56.42,60.86,53.96,30.66,33.82,26.88
50.34,48.74,52,49.26,30.92,47.1,33.96
54.86,47.88,61.32,54.66,22.74,47.2,6.72
63.66,50.8,54.44,55.34,22.9,35.04,26.58
66.24,56.44,52.28,53.46,23.36,45.26,14.36
66.5,45.08,59.5,56.98,26.06,41.76,14.76
61.82,59.44,53.18,55.24,22.82,42.92,16.44
72.18,58.24,55.66,65.86,23.9,38.28,34.62
67.04,58.84,63.1,57.4,31.3,19.84,27.36
68.98,59.08,60.1,61.82,35.64,36.6,19.94
65.66,66.4,52.44,52.92,39.86,33.2,21.46
64.24,72.68,53.88,56.14,27.64,36.18,31.74
62.84,61.22,53.08,51.28,19.88,42.48,31.82
54.92,64.52,57.36,59.08,23.04,44.26,27.92
47.88,60.22,60.06,45.94,22.14,37.02,34.36
48.82,56.26,61.22,46.24,19.12,41.6,27.06
43.14,59.26,49.52,42.38,21.88,48.2,29.98
40.34,56.52,51.48,41.32,21.42,47.84,20.06
48.32,73.68,61.22,45.58,21.56,32.06,50.22
53.58,58.54,50.24,46.38,24.52,41.58,27.6
54.2,52.86,57.04,49.56,19.98,45.2,32.08
52.8,55.72,58.36,41.88,11.94,41.38,30.66
53.16,61.02,56.66,40.26,25.28,51.02,28.52
47.26,50.56,55.08,36.78,20.88,47.24,29.72
55.2,48.7,55.36,32.04,21.38,46.5,34.72
53.48,54.62,61.94,44.64,19.96,44.7,20.72
55.3,45.92,52.18,38.94,17.92,56.48,22.96
50.26,47.3,55.74,51.84,13.9,51.62,24.86
51.36,43.56,55.36,47.92,19.48,46.48,24.44
52.62,48.8,55.04,44.16,20.22,50.6,27.36
44.98,38.28,58.94,46.94,30.62,52.76,30.92
50.82,42.92,45.72,43.76,20.28,56.3,52.38
48.88,48.96,50.18,46.02,16.94,62.72,40.14
52.86,52.18,52.24,48.62,18.24,63.76,45.78
53.6,47.42,45.8,57.02,23.98,72.26,62.78
49.4,47.38,48.94,63.42,25.8,70.9,41.18
60.4,48.84,50.52,54.08,26.08,79.7,14.86
67.6,66.78,46.06,56.42,31.9,76.44,24.36
59.18,69,49.68,50.8,16.34,75.54,33.46
68.4,57.06,46.32,51.92,17.86,81.18,25.12
68.08,52.16,46.06,49.8,21.06,77.76,29.3
55.58,63.86,64.18,40.18,18.24,75.16,32.6
53.04,61.22,53.22,47.82,27.32,76.92,41.56
58,65.84,58.66,47.26,25.84,66.34,29.72
57.3,62.16,59.04,45.94,31.5,69.58,46.86
57.08,65.66,60.74,46.82,27.34,71.2,34.7
53.84,55.5,52.36,53.02,35.66,71.82,19.76
49.12,55.92,63.02,49.56,34.06,61.96,4.6
57.7,59.56,63.84,50.22,34.94,62.42,11.48
66.32,56.54,56.74,47.68,33.3,67.96,11.6
55.94,58.34,65.86,39.86,30.36,64.76,21.68
58.28,71.62,62.8,42.92,28.84,64.5,23.18
56.42,68.86,60.72,41.56,21.92,59.92,20.46
66.86,68.8,57.24,40.6,32.8,55.68,6.08
64.2,61.4,62.36,37.64,26.74,51.74,16.84
64.34,55.1,58.84,48.92,31.66,53.74,35.66
62.34,57.14,62.84,47.4,20.52,55.34,37.44
60.46,49.46,57.22,53.3,23.52,58.26,55.64
56.18,69.3,62.38,55.86,26.04,50.2,47.82
54.36,59.5,61.28,59.44,29.54,55.26,68.72
62.96,66.1,54.68,59.22,27.68,63.28,44.46
69.58,65.18,53.8,56.54,23.68,53.88,32.16
72.18,64.34,57.98,50.22,30.1,49.64,28.92
71.58,70.14,55.18,48.26,23.94,52.68,22.16
65.44,57.22,53.12,44.08,32.42,50.68,29.24
67.24,53.22,52,41.94,30.3,57.8,24.98
68.58,59.86,51.84,49.4,30.66,63.18,34.16
65.06,62.1,49.22,59.36,32.88,55.68,18.92
62.44,50.06,56.62,55.36,38.48,34.14,24.3
62.28,46.42,50.72,39.4,40.76,32.48,28.84
56.92,48.72,49.38,44.88,37.8,24.92,19.96
51.66,43.3,52.92,47.58,30.4,46.12,16.82
64.48,50.58,47.56,42.82,30.2,45.1,39.56
68.86,49.86,48.28,45.42,31.08,48.78,32.68
61.3,52.98,57.06,51.3,22.26,52,24.94
67.1,50.92,56.94,44.1,28.76,45.9,28.36
62.44,55.56,61.84,40.74,25.74,46.6,35.38
67.9,46.6,46.76,53.4,22.62,57.38,36.84
66.94,55.9,63.64,47.14,27.18,50.94,22.8
58.9,52.8,63.86,53.48,21.54,53.94,19.02
57.48,53.34,61.88,36.84,26.58,57.86,38.4
56.56,46.38,57.6,55.24,31.04,55.92,19.78
60.5,47.38,52.36,56.62,26.24,51.08,15.08
60.86,42.38,47.68,58.9,22.98,52.3,29.74
58.26,40.26,59.46,63.4,31.06,56.92,23.78
52.68,47.82,46.88,56.66,34.24,41.74,25.1
60.44,39.46,58.64,52.42,25.46,28,46.9
63.92,46.58,54.5,45.32,39.02,44.2,43.42
62.34,47.2,59.34,60.8,37.64,53.7,40.16
64.16,62.28,61.5,65.22,37.42,50.3,48.52
59.88,67,67.58,47.68,33.64,55.28,44.58
56.9,65.52,75.1,42,24.74,47.04,27.68
52.72,64.42,73.86,41.08,33.72,46.32,35.48
57.46,60.16,63.64,35.9,40.1,47.32,37.18
57.68,61.74,63.88,37.06,35.02,53.18,37.58
50.56,65.58,66.36,42.18,42.26,49.38,29.62
46.84,63.22,55.48,29.28,45.74,51.3,37.62
50.8,71.06,57.1,38.8,44.8,56.28,44.28
49.8,70.52,56.8,46.98,53.46,64.64,49.38
53.36,66.78,56.52,51.88,49.16,68.7,48.96
53.72,58.84,59.04,53.54,63.78,59.68,38.02
56.18,59.02,59.28,70.34,52.16,54.34,26.52
37.3,57.2,50.24,61.12,51.94,46.62,32.52
50.52,58.48,43.08,57.04,50.02,18.02,37.16
48.62,60.22,47.98,58.48,57.6,45.16,30.14
52.86,63,51.16,73.68,60.54,25.66,20.66
47.46,55.68,59.44,70.14,53.28,28.7,32.14
45.86,46.14,60.22,60.94,54,32.56,31.6
48.52,54.42,48.68,62.26,41.2,22.32,26.58
51.86,58.9,46.56,71.28,42.4,23.82,50.66
48.7,57.92,44.62,74.2,54.24,36.46,24.28
54.04,47.98,36.9,68.28,61.98,30.98,26.2
53.62,49.88,41.64,60.62,54.94,49.84,13.6
54.28,59.6,42.78,49.34,45.32,67.2,14.72
59.46,49.14,53.42,71,43.54,59.66,19.72
59.42,59.6,52.8,66.4,34.22,53.2,41.4
65.66,53.3,51.9,58.48,41.24,54.36,35.28
