u1,u2,u3,u4,u5,u6,u7
64.08,65.18,57.1,54.44,50.92,47.06,36.02
62.68,57.32,62.34,56.9,54.34,60.22,48.64
58.2,50.8,57.6,50.58,41.2,59.16,48
64.72,46.38,56.96,60.8,46.82,56.8,44.56
67.26,53.6,55.94,55.44,47.44,64.74,47.68
53.58,51.18,56.38,62.66,45.52,61.04,46.44
48.76,58.2,50.06,56.88,41.42,58.06,32.76
42.38,58.62,52.34,57.64,51,48.32,39.54
55.92,50.38,50.56,59.14,46.08,56.36,37.82
58.62,27.54,43.22,54.04,48.12,49.94,42.46
70.52,42.06,53.36,55.52,55.34,52.62,40.86
63.34,51.58,51.62,61.36,48.2,57.72,48.02
65.88,50.56,52.34,47.04,44.3,51.4,38.78
67.32,46.86,49.64,31.36,45.6,53.86,50.5
60.7,41.92,64.56,50.94,35.54,46.96,44.36
65.7,45.5,63.6,49.58,45.76,53.5,36.9
70.34,39.68,59.2,56.64,50.04,51.12,47.86
64.54,48.62,45.28,58.06,57.14,51.5,61.1
60.8,57.48,37.02,56.6,51.74,53.72,62.34
61.22,57.36,50.4,50.02,49.42,51.86,53.08
65.28,53.26,38.06,55.48,56.36,48.12,60.48
61.66,65.28,43.76,49.22,52.92,51.04,45.14
59.5,74.66,35.8,46.28,53.62,52.32,46.26
60.04,58.74,30.48,41.34,56.2,61.48,39.12
65.14,64.06,35.5,53.68,56.34,51.64,39.1
65.06,66.2,27.28,50.82,70.78,50.64,52.9
54.62,71.06,36.32,46.38,62.5,48.38,45.98
60.3,60.96,45.7,46.5,60.08,42.66,40.22
60.52,58.8,51.76,55.54,66.7,44.12,38.72
62.26,61.88,54.42,61.42,59.96,50.96,45.4
66.42,57.1,63.98,61.6,63.46,36.08,23.6
73.92,60.02,55.26,57.56,57.68,28.06,33.42
74.52,64.04,42.58,68.48,63.02,34.66,40.28
60.46,50.08,45.92,61.94,52.38,28.12,37.28
57.36,47,59.16,62.7,45.38,30.16,13.92
65.58,62.4,58.08,60.94,48.94,35.64,23.3
56.06,52.12,54.42,61.4,53.98,48.12,15.76
58.28,52.46,54.4,55.86,44.32,38.18,26.78
53.9,65.02,61.46,32.12,44.18,34.04,33.12
66.22,63.2,54.42,43.92,47.32,34.34,29.94
70.24,73.76,56.72,56.14,43.86,34.22,24.8
59.96,67.34,63.52,50,47.84,27.84,30.72
60.4,74.3,62.9,48.74,56.72,37.02,53.7
56.38,64.78,60.6,58.44,57.98,35.74,44.58
59.38,65.36,59.32,63.38,46.9,43.58,36.6
52.76,53.22,59.2,61.44,46.04,42.86,40.14
64.62,56.92,45.64,65.88,53.36,36.68,35.84
52.38,58.1,42.98,57.68,50.06,43.08,76.58
57.88,60.96,43.82,60.8,51.92,51.66,25.34
60.9,51.26,42.92,63.74,50.8,49.98,25.76
51.42,63.3,44.38,54.78,57.54,56.08,26.16
55.4,62.5,43.56,62.12,54.34,45.46,43.88
54.54,67.26,46.44,64.86,56.04,34.74,30.56
56.62,62.92,47.72,63.1,60.96,41.16,14.9
52.98,69.04,48.82,55.9,54.58,44.32,10.9
53.68,64.94,54.38,60.52,54.92,30.82,15.92
49.74,75.16,55.18,67.1,61.98,30.66,7.2
46.34,81.38,57.16,58.56,49.86,29.94,25.72
48.86,67.82,52.88,53.6,49.06,30.04,4.82
51.36,65.74,54.6,53.22,51.5,25.46,-1.62
62.96,62.24,47.78,53.48,54.7,22.24,-13.7
61.34,59.36,46.54,66.34,55.1,23.06,13.08
62.48,56.08,46.5,58.8,47.44,24.74,13.12
62.52,57.86,42.36,48.02,43.52,37.12,25.28
66.34,55.2,51,50.72,41.7,42.6,19.5
63.1,69.2,48.16,42.26,40.46,38.72,17.68
63.78,65.02,43.64,40.86,51.8,37.76,24.46
70.24,60.98,45.82,47.68,50.28,45.34,37.02
64.84,66.34,50.22,52.42,49.56,44.08,19.58
60.5,58.72,51.76,56,51.68,40.98,25.68
60.18,61.44,43.76,54.52,52.8,41.48,16.66
54.4,63.88,50.5,64.12,52.82,42.24,33.16
63.1,62.4,38.96,67.58,46.2,45.82,26.3
68.26,63.9,41.32,68.38,54.26,47.9,14.98
55.16,69.34,52.14,59.5,50.12,34.62,14.48
49.28,67.6,48.34,57.04,42.38,21.66,28.28
47.12,68.34,51.66,62.62,37.36,28.36,48.02
50.12,68.24,53.58,50.72,44.16,22.1,42.26
45.64,62.9,45.88,49.18,52.36,31.04,29.04
47.06,63.32,63.86,44.98,49.44,21.8,47.36
52.08,60.02,62.54,56.02,47.12,24.28,38.84
54.76,56.48,67.26,60.96,50,26.7,46.14
57.3,56.76,56.1,65.52,50.08,25.58,43.08
42.08,59.54,58.98,64.9,58.64,41.48,50.38
48.44,48,59.16,72.64,47.82,37.62,48
47,55.8,73.6,60.9,59.64,26.6,61.34
50.5,52.72,56.56,54.32,51.06,31.98,63.76
43.64,52,73.04,72.96,51.28,26.58,47.76
41.58,46.34,84.98,58.74,47.2,25.06,51.26
50.72,44.54,77.8,49.32,50.1,28.32,47.42
43.94,46.72,80.44,54.04,43.7,26.38,47.84
45.64,44.72,75.88,53.06,39.14,33.14,26
49.56,38.04,63.22,61.1,42.96,29.8,40.16
48.02,45.4,66.58,55.98,41.92,22.52,30.92
56.74,42.28,68.88,47.86,39.7,32.9,19.82
62.18,44.8,85.68,49.04,40.1,32.98,37.28
61.16,49.9,75.62,47.68,31.46,33.18,29.94
62.68,48.1,82.24,50.04,41.16,35.02,13.76
68.32,43.64,74.96,51.26,49.44,38.02,36.64
60.36,44.04,73.26,52.82,49.3,31.16,31.72
67.36,41.22,71.92,54.38,63.86,38.8,15.22
75.2,36.82,73.62,52.8,63.28,43.56,11.58
66.38,38.68,65.66,57.1,71.18,38.56,21.94
64.84,43,69.58,54.94,68.44,38.1,21.8
71.7,36.76,59.54,55.68,77.42,29.6,12.22
71.04,35.88,59.28,73.56,79.14,38.78,35.64
59.82,38.78,56.54,71.64,78.62,33.8,28.44
53.84,44.3,40.92,64.58,84.72,27.7,19.32
60.7,44.78,54.04,62.94,76.56,38.52,40.52
58.06,50.94,52.82,43.02,73.44,41.08,40.1
53.46,57.66,48.88,60.8,69.16,37.98,39.02
60.54,62.4,39.46,65.48,72.64,34.34,30.46
58.48,57.1,51.86,68.38,54.86,38.52,23.46
55.66,42.7,56.28,64.2,61.84,35.04,22.5
48.2,34.72,42.98,59.32,43.7,35.52,21.68
53.3,43.86,49.88,59.94,53.28,36.86,18.98
45.6,45.32,47.22,66.72,47.22,49.8,10.98
46.44,59.18,50,64.96,48.06,35.34,22.82
45.2,65.46,47.3,51.1,48.62,50.28,13.22
38.28,57.04,42.48,51.8,44.94,49.64,23.24
40.82,58.24,44.78,58.4,42.3,50.66,28.68
50.4,54.08,47.06,52.62,42.24,49.26,17.7
48.68,57.46,54.04,53.98,35.9,47.66,17.88
41.92,68.4,60.32,55.8,42.52,55.24,3.88
47.62,68.32,51,55.42,45.54,52.06,17.12
38.46,69.64,52.98,54.98,46.32,49.56,45.4
45.26,54.34,49.24,50.94,41.1,33.2,33.68
38.54,58.38,56.36,43.02,45.98,38.96,32.74
36.6,53.8,56.28,43.32,48.42,45.8,28.54
40.46,53.42,52.78,38.4,41.2,33.68,28.5
36.38,53.3,58.88,47.12,38.72,42.2,32.26
46.76,43.98,46.78,42.76,40.34,35.16,24.38
54.04,40.94,49.12,34.32,43.84,39.7,21.82
52.36,54.04,49.1,35.98,42.4,31.96,27.68
40.9,49.52,47.34,31.32,39.68,38.44,21.82
37.4,49.94,38.46,36.44,53.06,27.12,27.5
35.48,55.66,37.96,32.56,61.12,26.86,34.6
32.42,50.12,37.4,42.58,61.84,26.58,21.22
36.76,55.74,36.28,42.06,61.22,31.26,25.74
42.9,49.56,31.08,44.8,55.08,27.74,22.26
61.9,67.2,39.28,54.28,56.3,24.74,37.34
53.8,59.5,54.8,51,58.56,22.16,15.58
48.3,56.26,49.36,45.88,67.4,18.64,2.48
55.58,57.98,54.96,53.44,63.76,36.54,36.88
51.24,54.92,58.7,39.08,63.16,35.84,10.3
48.68,50,51.6,39.4,46.44,32,0.86
58.62,61.22,63.36,31.68,18.62,25.02,14.18
53.24,63.72,62.72,43.86,27.74,18.2,21.98
58.2,51.86,63.96,38.88,34.3,27.98,13.52
52.98,52.1,60.66,50.44,32.6,23.2,-4.5
56.1,41.26,67.4,48.72,31.5,28.04,20.46
57.18,51.84,71.74,55.1,38.12,29.96,-3.24
56.32,43.7,60.92,60.38,29.9,22.62,15.14
70.02,53.62,61.66,55.42,36.52,24.3,27.54
61.9,37.14,55.46,55.56,37.12,23.18,26.4
60.36,54.6,54.18,51.5,37.68,31.96,13.12
63.22,56.58,50.94,60.72,46.08,33.28,19.14
63.54,53.56,52.34,58.3,31.88,34.76,10.56
59.84,63.3,52.8,60.08,42.28,39.96,-4.12
66.02,60.34,45.18,64.78,43.42,46.38,4.64
55.3,59.2,44.8,69.92,46.56,44.38,11.82
47.18,63.02,47.44,70.28,39.9,39.32,52.06
47.62,69.26,48.98,66.68,43.52,44.88,22.28
53.02,65.26,47.1,70.54,53.66,42.26,13.92
55.1,65.16,55.54,67.2,40.2,30.16,22.8
53.4,56.84,55.56,57.98,35.64,38.64,3.06
56.92,55.86,42.76,65.9,43.04,41.08,7.98
55.74,59.68,42.18,60.78,42.58,47.88,11.4
56,60.28,37.9,64.08,56.92,42.42,40.54
68.82,62.64,37.36,63.38,39.6,44.86,61.46
77.18,63.1,38,63.96,31.6,45.6,34.44
70.02,69.02,41.26,60.1,40.98,37.46,29.8
65.08,55.22,43.56,57.18,35.5,31.78,49.68
64.64,60.38,46.34,57,39.78,25.36,27.8
66.7,57.12,48.92,61.46,53.44,20.56,32.88
63.78,48.68,57.98,60.42,53.38,17.08,31.16
56.1,61.38,44.94,64.92,53.2,31.86,39.22
61.26,52.36,49.76,61.9,59.22,30.44,24.96
50.86,55.36,34.98,59.16,57.8,34.78,34.38
54.06,68.74,37.3,51.92,53.82,34.46,40.54
53.62,63.22,50.8,48.52,48.66,19.56,53.68
59.02,76.56,42.74,31.78,45.58,32.74,28.98
57.24,72.32,43.3,58.6,35.36,38.12,42.46
60.1,73.62,34.28,62.32,45.7,38.86,32.62
63.66,69.94,41.04,50.92,43.08,33.34,39.78
61.34,72,44.38,49.34,57.2,26.08,27.74
55.44,69.54,35.86,43.24,43.34,31.46,29.9
62.28,58.68,38.58,42.96,30.52,27.26,26.24
63.62,76.06,41.72,48.38,34.58,26.98,24.02
69.08,57.12,35.84,39.72,30.04,31.94,29.8
62.54,66.94,36.96,47.38,43.52,21.86,29.44
58.26,66.2,33.82,53.44,39.82,31.22,39.52
54.8,61.34,32.02,51.36,51.9,22.66,22.56
60.98,54.56,30.54,60.88,63.92,35.58,33.76
59.12,61.96,44.64,65.34,53.3,40.46,36.4
69.16,64.78,43.16,63.62,59.1,35.98,40.72
58.42,61.66,41.04,61.84,55.74,39.9,20.68
60.06,55.14,44.1,39.34,48.22,36.46,20.12
59.72,60.74,49.4,39.2,59.76,38.38,20.86
58.64,64.78,57.1,52.66,66.98,30.36,23.6
54.32,57.5,60.84,45.7,64.22,35.04,29.32
50.16,62.96,61.78,55.4,66.04,37.5,18.46
57.6,64.2,63.16,44.4,64.04,34.1,17.58
49.76,58.78,64.72,52.68,60.64,44.34,25.92
43.88,55.86,58.86,44.4,57.96,44.56,26.24
51.84,52.42,60.28,43.68,39.4,37.2,27.4
56.42,52.68,64.7,45.86,44.68,37.84,23.44
52.72,49.5,71.82,45.14,53.56,37.98,35.64
49.12,48.32,77.36,48.12,41.82,32.54,33.42
46.1,56.24,75.12,46.88,52.2,31.02,24.02
46.9,52.06,76.02,53.76,54.52,33.04,35.46
47.76,45.52,82.92,52.42,58.86,37.86,28.6
59.08,53.06,71.66,51.7,59.82,38.84,16
50.42,46.12,71.46,52.98,60.54,37.48,27.3
52.96,56.24,70.66,47.74,61.4,29.44,28.7
51.06,55.5,70.88,55.68,65.82,41.16,26.56
53.24,53.86,64.96,57.94,65.58,29.32,34.1
55.42,53.36,62.2,65.82,58.78,18.38,38.04
60.04,50.06,70.14,57.96,64.38,22.58,26.62
56.58,52.24,65.3,70.58,58.06,24.88,33.4
64.4,51.36,63.3,72.26,62.64,18.42,26.16
64.26,52.34,54.02,76.42,48,24.86,9.04
62.5,45,55.16,55.32,53.28,14.54,32.96
64,50.62,41.4,63.16,64.24,30.24,10.8
56.88,63.78,35.4,70.88,61.82,31.32,30.72
58.52,60.12,36.64,70.88,70.5,42.56,17.04
56.64,59.98,39.74,72.6,69.56,46.96,20.74
59.72,51.58,32.54,76.02,73.96,43.08,7.06
52.32,49.74,40.96,70.64,22.12,48.26,27.8
48.26,59.48,37.62,66.14,24.2,44.14,65.56
52.56,55.94,34.68,53.58,40.76,33.44,24.14
57.16,53.18,33.42,67.46,51.3,44.12,10.72
53.92,72.26,42.26,67.96,51.86,47.32,25.8
49.6,76.9,39.54,64.08,49.04,40.68,24
48.06,67.94,38.22,55.12,60.42,43.12,36.76
45.98,79.82,37.4,63.9,64.08,43.64,37.62
44.58,74.36,39.6,48.48,64.8,47.38,26.18
53.24,78.68,38.66,52.22,55.6,58.58,14.46
49.54,73.54,47.74,60.98,58.6,49.34,32.94
45.24,63.34,57.18,59.42,59.42,39.66,2.02
48.12,71.56,53.12,70.3,68.52,32.26,20.92
48.78,64.9,52.06,66.24,64.4,32.6,25.22
45.32,53.68,50.16,72.78,61.44,42.66,38.52
41.26,59.22,43.3,61.12,59,41.64,22.14
47.52,64.4,42.54,64.78,58.5,35.52,23.8
41.7,61.28,43.36,55.48,61.82,43.62,22.1
45.76,64.12,42.46,62.86,56.08,51.88,27.36
46.84,65.64,42.56,66.58,56.36,44.82,17.48
53.62,67.66,49.3,71.58,48.94,45.68,20.26
49.76,69.48,54.86,66.4,58.86,42.08,30.7
47.58,60.66,39.54,66.6,51.12,47.04,16.88
41.6,66.92,44.9,62.66,55.78,49.22,10
49.42,60.54,44.96,63.06,52.62,50.48,21.74
47.24,52.36,59.26,64.84,55.64,47,24.48
53.66,52.14,53.9,61.98,53.62,42.18,13.26
55.5,54.94,56.86,59.42,52.14,36.84,29.08
53.22,58.16,52.48,59.58,48.1,39.36,26.26
45.84,55.86,51.3,56.48,51.16,38.8,27.22
49.54,54.84,54.08,47.72,47.86,35.24,16.38
49.74,58.16,51.02,41.64,35.36,34.2,44.4
48.06,67.64,55.34,44.7,4.88,31.04,39.84
48.38,65.66,45.62,42.58,32.46,42.82,54.26
44.26,70.12,56.86,44.42,44.5,39.82,39.24
43.82,71.88,48.32,41.12,33.68,45.62,39.52
50.74,61.96,51.3,47.12,42.1,30.6,-6.54
48.98,66.4,50.5,38.64,45.68,39.28,22.06
46.5,65.46,45.56,44.08,40.06,38.32,22.6
46.36,83.7,40.28,44.5,33.22,37.7,33.4
49.28,78.2,41.94,42.2,42.28,41.46,59.12
48.32,71.26,43.32,45.46,37.46,44.64,53.86
46.64,76,43.58,36.12,34.66,50.86,50.62
47.74,78.74,46.64,32.96,34.62,38.44,37.52
55.04,74.48,43.36,32.62,31.26,41.68,40.94
50.76,76.68,46.76,37.78,34.26,47.56,38.96
59.98,77,41.9,41.62,42.54,44.46,33.2
51.46,67.6,43.38,38,39.98,47.48,31.36
53.06,62.02,47.56,37.28,41.98,49.88,31.78
58.1,66.6,45.2,32.82,35.66,49.14,33.8
49.88,62.04,49.2,40.88,39.78,43.62,30.64
48.56,52.52,48.18,49.38,43.04,49.52,32.98
55.86,49.86,45.88,51.12,42.92,49.9,17.96
55.54,51.24,46.98,46.5,41.22,56.38,31.1
56.86,48.4,52.5,38.64,40.02,57.22,19.74
49.18,56.86,56.02,35.6,27,55.68,25.4
50.6,50.14,56.54,44.4,35.92,56.12,27.98
47.94,58,53.06,43.82,36.98,49,-6.82
48.88,53.54,54.3,50.56,30.48,48.92,15.14
56.24,51.4,57.2,47.94,26.52,58.36,30.8
56.98,52.1,51.96,50.52,31.06,49.12,25.14
46.2,59.22,57.58,61.66,38.14,47.76,10.68
50.02,58.74,62.78,59.68,35.58,55.18,26.48
50.94,47.86,49,45.38,45.04,52.86,26.98
50.56,51.86,44.08,57.52,46.66,53.72,35.72
49.68,48.38,43.24,51.48,36.02,51.26,39.7
59.8,54.84,53.08,55.48,44,55.12,28.36
59.4,52.84,48.82,57.26,40.88,57.1,33.74
61.74,49.78,48.3,42.42,46.36,57.42,24.82
59.3,47.38,55.08,50.18,42.22,61.46,20.96
58.22,52.56,54.92,61.34,48.36,66.74,27.44
61.68,49.26,57.92,53.24,46.18,63.52,27.98
45.82,55.04,62.18,58.2,35.6,60.32,15.84
52.72,51.62,61.46,52.56,36.52,55.34,29.08
58.04,52.3,69.82,52.72,31.26,58.12,26.18
54.8,56.78,77.86,51.24,36.3,49.26,16.24
46.46,47.82,75.9,46.94,34,59.24,10.02
49.5,51.16,71.88,43.2,34.68,49.9,18.42
48.28,45.72,68.58,40.3,33.6,57.76,32.16
47.98,50.2,65.48,31.72,26.92,58.22,37.54
43.36,51.96,54.52,33.92,29.88,52.26,21.18
41.4,49.02,63.1,37.34,25.46,52.4,5.14
41.86,50.32,59.92,31.92,14.1,49.7,36.52
45.44,51.06,58.6,37.84,30.74,43.68,25.38
48.32,51.42,61.82,38.18,30.46,49.18,38.68
49.26,51.68,62.78,46.82,30.42,49.88,39.34
53.06,50.42,78.56,51.18,20.74,41.6,49.96
59.76,61.06,72.82,56.16,31.86,45.42,56.72
58.66,53.18,75.66,50.04,32.1,55.68,10.44
53.18,35.2,69.86,48.12,28.92,45.92,36.8
50.24,40.76,68.96,43.1,29.64,34.44,37.72
61.42,33.42,72.78,45.14,32.48,51.06,39.84
66.08,41.92,71.2,49.64,29.18,41.28,39.2
64.88,39.62,69.38,30.92,43.92,42.12,16.12
60.18,38.84,76.22,40.64,34.54,36.16,15.44
59.9,33.68,66.6,38.4,32.54,35.84,13.38
59.46,41.66,65.26,40.42,38.34,40.64,51.62
59.04,32.1,71.16,43.24,47.34,40.42,25.36
53.42,39.4,57.6,43.68,47.88,43.92,26.72
51.6,40.22,70.84,43.92,44.24,49.58,29.1
56.96,55.36,63.66,34.98,50.72,31.1,22.54
48,46.48,58.56,33.84,50.74,29.36,20.62
45.88,52.6,52.64,31.92,51.32,26.8,34.72
49.18,59.08,57.92,33.84,51.7,34.88,7.66
46.38,53.92,55.22,38.06,50.1,28.2,20.5
57.56,54.72,58.22,31.48,52.6,36.26,16.9
64.96,65.8,52.82,36.64,48.4,25.08,6.2
59.36,58.36,60.98,30.16,51.72,24.02,18.42
61.26,59.34,57.04,25.64,45.12,26.86,34.7
68.78,45.38,62.1,32.92,57.82,16.04,42.24
63.66,49.32,57.22,36.02,58.24,24.06,36.48
61.12,43.14,47.08,32.66,56.1,42.64,59.16
62.74,44.38,46.4,32.92,58.26,40.68,42
56.54,48.56,49.4,36.2,56.68,48.04,49.16
55.32,47.52,53.12,44.9,55.04,47.22,48.82
58.14,40.02,60.28,51,52.28,43.44,56
62.82,47.84,56.54,59.22,52.42,48.86,43.72
61.76,52.82,61.34,66.68,53.16,40.08,46.76
59.3,48.56,55.24,61.54,43.7,42.64,48.94
64.02,43.56,53.2,46.34,46.5,37.46,43.4
56.56,47.12,64.84,53.3,49.54,38.4,45.68
65.32,52.5,55.68,46.54,41.62,41.52,43.2
56.16,56.74,61.22,41.14,49.24,33.48,56.54
66.76,47.9,59.06,31.16,45.26,35.82,48.32
65.52,46.52,57.26,38.24,49.42,44.5,45.3
48.1,51.92,61.04,31.3,45.98,45.04,58.32
60.72,47.32,66.96,42.1,38.8,45.66,45.64
68.58,50.64,64.16,46.28,36.7,52.14,46.9
68.82,59.4,65.86,43.22,38.84,60.76,48.08
59.72,46.18,71.76,39.98,36.18,50.56,45.28
64.06,56.28,78.04,45.34,45.5,59.98,44.74
67.34,56.22,77.46,40.54,29.32,59.54,55.6
74.86,52.92,69.44,55.44,39.44,60.34,34.22
71.46,56.74,73.82,48.18,35.34,73.1,32.7
70.04,58.56,82.9,55.92,33.9,60.98,40.88
69.5,52.46,89.8,58.1,46.68,43.44,43.26
69.56,45.54,90.02,56.78,56.6,43.16,35.72
61.46,39.8,97.76,60.18,57.28,47.48,32.52
61.42,39.14,98.14,50.82,58.7,36.1,36.38
63.46,42.32,89.48,45.32,59.02,43.94,39.12
64.9,43.82,85.56,49.54,58.38,33.24,28.68
71.12,46.82,91.68,53.34,67.74,38.74,29.5
69.18,46.5,96.52,54.12,66.58,23.9,24.4
74.12,47.58,92.78,57.84,71.32,25.72,22.62
70.7,42.88,93.54,43.66,58.76,19.38,23.66
73.62,43.66,82.9,48.06,64.16,36.68,27.92
58.86,43.6,82.12,48.1,61.16,40.9,22.46
57.62,42.46,84.56,48.2,68.56,43.42,21.44
68.02,45.26,91.48,47.56,68.36,48.2,21.86
53.62,51.74,85.76,55.96,61.58,46.56,11.82
62.48,46.78,83.12,55.3,58.64,52.58,24.78
62.52,50.68,90.34,49.02,75.62,50.6,15.86
65.9,45.56,80.64,46.94,67.02,52.5,31.96
59.24,46.7,76.58,50.66,67.78,52.24,17.08
60.42,43.8,69.14,47.32,74.56,49.64,23.68
63.58,50.36,78.16,49.96,74.18,53.04,23.08
56.04,46.3,74.5,49.92,68.6,51.66,22.54
59.66,48.38,65,57.86,66.14,53.44,15.8
59.6,49.76,62.34,54.32,60.08,48.36,18.16
57.04,53.1,67.06,62.92,52.68,42.96,20.52
52.36,42.68,60.72,43.64,56.56,53.28,24.66
54.56,48.44,53.24,53.14,47.96,44.26,23.26
56.4,51.86,60.16,49.1,55.98,41.14,20.22
59.44,48.42,65.26,42.68,53.92,38.72,12.38
52.36,53.8,70.7,36.1,46.96,39.5,8.68
52.34,52.16,60.48,46.34,49.28,28.9,35.72
52.14,41.96,55.38,44.32,50.8,35.54,16.5
56.78,41.9,61.64,38.94,59.3,38.58,34.7
51.06,47.06,63.62,39.08,48.4,37.5,38.74
46.46,51.44,64.2,45.88,46.14,44.14,21.26
61.6,50.16,65.72,48.2,50.24,39.58,28.28
54.7,47.1,66.06,54.14,57.56,40.76,9.54
42.26,49.14,68.92,61.24,46.82,39.32,32.6
45.12,48.38,66.14,59.26,55.04,40.84,27.52
53.68,44.42,60.62,53.36,59.44,35.44,35.66
53.5,51.54,58.76,50.68,56.78,36.34,37.54
59.78,48,58.16,45.02,53.22,28.72,28.66
60.48,54.92,51.24,51.84,64.28,45.08,21.56
60.44,39.28,55.3,41.96,48.46,37.36,26.24
60.36,44.88,53.86,54.1,64.02,43.4,16.08
66.02,47.88,53.52,39.26,50.62,37.16,39.48
64.02,45.82,50.18,50.92,48.02,36.2,29.1
61.22,55.56,50.72,49.06,29.42,34.6,33.54
64.52,60.04,46.62,50.7,33.22,38.14,24.68
61.06,66.08,51.62,40.8,45.76,38.88,13.8
72.92,62.2,53.62,43.02,44.72,36.9,21.2
62.74,66,52.36,49.98,50.18,33.6,6.24
78.98,60.28,62.18,45.02,48.18,40.76,15.36
75.74,65.78,64.36,46.46,42.14,29.94,28.92
63.74,68.26,58.54,47.32,34.04,23.66,16.06
58.78,64.44,62.88,42.48,39.74,14.2,18.5
62.48,62.76,49.12,40.82,38.8,25.16,19.56
61.34,70.56,58.42,41.68,35.28,26.22,14.72
72.46,60.24,55.1,40.58,44.86,26,19.28
66.4,69,51.92,41.92,36.66,28.8,3.16
54.3,59.26,60.34,40.9,40.2,37.04,23.98
60.84,67.78,49.56,41.56,31.6,38.84,10.34
52.62,58.2,56.18,46.64,53.58,31.4,15.8
52.36,57.46,57.1,45.32,55.26,35.74,30.48
57.36,53.66,59.7,40.18,59.28,39.46,27.46
63.3,56.52,58.9,43.4,58.42,33.12,21.08
63.12,58.32,58.12,40.08,55.76,30.26,24.06
64.08,52.5,64.02,42.86,60.9,35.8,17.56
53.12,40.2,59.32,42.16,61.28,44.66,28.12
52,51.66,64.8,44.26,57.1,29.82,31.86
50.42,51.18,70.26,45.04,53.66,39.78,33.22
49.56,56.1,68.22,56.18,57.64,39.64,12.12
51.86,61.64,69.58,51.38,50.06,44.16,10.48
55.68,55.02,62.32,44.5,40.96,37.04,18.56
60.04,53.12,64.92,57.44,44.82,30.32,18.42
58.82,50.5,69.94,55.9,52.04,40.42,20.56
56.6,44.32,65.72,53.38,42.64,36.56,20.62
61.16,46.62,59.42,48.28,38.02,31.82,16.88
65.08,48.04,66.3,54.3,34.26,34.3,21.44
66.84,61.22,68.18,61.7,42.06,32.16,25.68
68.06,59.88,59.98,43.44,46.88,35.84,21.78
71.7,57.18,59.16,48.32,47.44,40.96,21.12
74.78,59.92,55.8,52.86,41.28,40.24,25.56
80.8,65.4,69.74,51.76,50.94,49.44,28.74
82.94,56.42,65.68,52.3,34.9,44.24,21.04
74.56,61.8,49.32,50.24,36.22,44.2,54.04
71.86,54.86,57.76,58.04,23.8,46.2,32.84
70.38,54.8,53.04,45.44,32.6,47.56,35.22
60.72,45.84,64.96,37.7,31,46.18,36.32
60.1,55.46,69.74,45.1,45.3,57.6,44.44
65.74,56.14,70.5,54.58,36.34,51.16,46.82
66.9,57.28,69.26,50.66,50.5,36.34,43.28
64.12,59.96,63.34,43.02,50.04,25.24,54.42
58.54,52.12,58.66,49.22,42.6,30.74,60.1
54.88,60.2,55.42,49.68,47.3,29.36,39.2
60.6,50.52,58.64,41.76,39.34,26.74,26.34
61.5,56.76,61.66,44.88,36.34,29.28,43.12
55.28,51.88,61.28,42.82,54.68,26.74,40.64
54.82,50.58,62.6,65.54,46.14,33.46,15.64
59.8,50.5,61.32,59.9,47.56,24.52,27.02
53.86,53.52,56.1,48.42,37.08,26.72,38.22
59.78,49.58,59.98,43.58,38.46,29,13.66
56.42,47.1,67.26,51.8,48.94,32.8,33.84
51.04,41.84,62.84,51.18,46.96,31.74,11.46
56.08,49.54,68.58,50.56,40.4,37.96,27.58
54.98,52.02,71.14,50.02,36.08,31.82,-7.24
51.52,49.14,67.52,36.22,26.74,30.1,20
58.34,55.72,74.52,46.08,37.16,40.64,31.82
62.34,51.12,74.4,44.86,27.58,31,30.36
52,44.02,71.86,48.94,32.4,24.88,36.9
52.54,44.14,82.92,44.38,38.68,29.94,18.34
58.14,42.96,70.12,46.12,55.38,25.02,36.86
52.76,39.2,79.7,44.52,48.78,22.08,35.46
59.94,39.04,71,47.14,38.24,27.46,51.08
59.9,44.4,72.54,40.52,40.9,29.52,14.36
59.1,54.2,63.36,39.34,47.44,32.16,19.14
53.8,55.6,72.42,37.72,44.76,39.14,10.58
54.4,60.78,82.28,46.32,35.06,38.36,12
54.78,50.68,68.14,38.1,39.72,26.62,16.64
53.36,59.6,68.32,34.3,36.34,29.48,6.42
58.02,55.7,62.54,38.98,45.26,23,27.9
52.66,43.12,59.84,38.1,39.04,36.46,27.28
63.84,52.66,64.94,38.72,37.9,34.98,29.5
53.84,55.48,61.42,40.26,39.4,40.48,21.08
57.9,48.82,58.6,39.46,39.78,44.72,14.8
52.12,45.58,57.04,40.08,50.3,38.34,21.72
52.42,40.26,57.48,37.42,44.16,39.46,19.98
50.74,55.6,65.96,37.76,43.58,32.18,32.04
48,41.82,58.06,38.08,42.1,30.98,23.12
45.32,53.82,52.24,44.82,45.38,30.98,27.56
46.8,52.12,56.68,36.4,45.28,19.74,33.68
43.38,43.4,47.84,32.52,46.84,27.92,25.1
62.08,46.8,53.92,32.32,49.12,31.08,-18.64
52.92,49.88,53.8,42.86,49.38,28.3,17.38
58.46,49.92,59.06,37.86,32.28,25.5,17.88
46.82,44.52,59.36,38.58,25.56,33.04,11.34
43.82,38.34,54.52,27.66,29.16,35.52,18.48
42.74,29.68,59.6,31.4,34.08,33.64,25.92
51.88,43.34,56.34,36.68,39.52,28.78,27.68
43.5,37.54,51.86,35.54,28.02,26.62,23.58
